,SPY,AAPL,MSFT,AMZN,TSLA,GOOGL,GOOG,FB,NVDA,BRK-B,JPM,JNJ,UNH,HD,PG,V,BAC,MA,PFE,XOM,DIS,CSCO,AVGO,ADBE,CVX,PEP,TMO,KO,ABBV,CMCSA,NFLX,ABT,ACN,COST,CRM,INTC,WFC,VZ,PYPL,WMT,QCOM,MRK,LLY,MCD,T,NKE,DHR,LOW,LIN,TXN,NEE,AMD,UNP,PM,INTU,UPS,HON,MS,MDT,BMY,AMAT,ORCL,SCHW,CVS,RTX,C,GS,AMGN,BLK,BA,CAT,IBM,SBUX,AMT,PLD,GE,ISRG,COP,TGT,ANTM,AXP,DE,MU,SPGI,MMM,NOW,BKNG,F,ADP,ZTS,LRCX,PNC,MDLZ,MO,ADI,GILD,LMT,SYK,GM,TFC,TJX
2021/11/18,0.003396373,0.028535992,0.006339921,0.041437041,0.00676761,0.012100914,0.011049074,-0.006103784,0.082498928,-0.003409182,-0.008633828,-0.005389573,0.001158192,0.027858648,0.000135887,-0.008436534,-0.004085079,-0.030487009,0.010615312,-0.01088473,-0.011123117,-0.055144398,0.009075814,0.000432462,-0.0084041,0.000306072,0.000517853,-0.008942918,-0.002386009,-0.017681014,-0.013980227,-0.007619339,-0.005365133,0.005852319,-0.016330105,-0.010949617,0.00120388,-0.009472231,-0.027973065,0.008595258,0.015146651,0.005448028,0.000574293,0.003126361,-0.010948864,-0.002270858,0.009623024,0.006714724,-0.00144812,0.020572842,-0.002050588,0.024316162,0.002043792,-0.021797158,-0.009636808,-0.001828297,0.000952385,0,-0.001357968,-0.006729496,0.01769459,-0.007028201,0.003684636,0.028146154,-0.000344964,0.003889336,-0.00045969,-0.00874552,-0.009414453,0.002780006,-0.007685474,-0.011858326,0.003377221,0.005552673,0.001329934,-0.012942395,-0.006142441,0.01042101,-0.006895193,-0.008843814,-0.018929856,0.010155028,0.020673149,-0.003372761,-0.016991072,-0.013271379,0.004056871,-0.015105703,0.004517038,0.01654121,0.008198074,-0.007655903,0.002734471,-0.009230067,0.005613753,0.004891807,0.000263173,-0.009005428,-0.035288636,-0.008970068,-0.006118349
2021/11/19,-0.001788212,0.016976044,0.005391615,-0.00527318,0.037103973,-0.00608655,-0.005019569,0.019516329,0.041357611,-0.002280635,-0.013063484,0.003017273,-0.02106925,0.006997672,-0.002039069,-0.012147746,-0.019861811,-0.024409858,-0.011865408,-0.046219186,-0.010155559,-0.007085646,-0.01059477,0.025947855,-0.022193039,0.002386443,-0.002477993,-0.005053205,-0.007089745,-0.016483475,-0.004721316,-0.006267685,-0.002670011,0.008349515,-0.006006723,-0.003220609,-0.021643323,-0.007416094,-0.034364087,-0.005378666,-0.007084608,-0.028296258,-0.002410647,-0.006036024,-0.010660181,0.020601105,0.004733811,0.008650656,0.003595161,0.008735217,0.008105044,0.0025158,0.004453858,-0.012561467,0.100804519,0.009784472,-0.010013555,-0.007882848,-0.003824186,-0.020494535,-0.054869633,-0.007289249,-0.018967242,-0.022865458,-0.017029148,-0.011473763,-0.010169325,0.010097037,-0.008474507,-0.057733752,-0.004865434,-0.005228875,-0.018777703,0.007800524,-0.002390804,-0.007052769,-0.029370874,-0.042766777,-0.005356104,-0.025053993,-0.015152457,-0.030690782,0.078031711,-0.005647408,0.002573091,0.00019227,-0.01514743,-0.008691211,-0.000168115,0.003946082,0.013683582,-0.007714891,-0.029194732,-0.013860475,0.003774869,0.013276336,-0.001870868,0.015363862,-0.00850317,-0.019880387,-0.028454198
2021/11/22,-0.002815203,0.002927444,-0.009559613,-0.028287235,0.017422067,-0.017622784,-0.019166062,-0.012423916,-0.031196049,0.017786389,0.021315026,-0.01316199,-0.005590894,0.000244736,0.006674811,-0.02628696,0.0193832,-0.054221166,0.007874046,0.013845396,0.001038985,0.025352096,-0.027148575,-0.021500048,0.017871503,0.002075605,-0.00328583,0.006167234,-0.005075688,-0.007705721,-0.028874449,-0.012456587,-0.017550551,0.010978187,-0.014377318,0.006260125,0.03113479,0.01337005,-0.021331568,0.016784896,-0.019459536,0.011648101,-0.000997352,0.006072679,0.023622174,-0.003659671,-0.001273388,0.011341783,-0.007375367,-0.013629861,-0.01075753,-0.018595968,0.010774587,-0.00685842,-0.044356802,0.011560434,-0.001601932,0.024868393,-0.002815286,-0.01366075,-0.016529992,0.006810635,0.021828615,-0.00182488,0.016036553,0.010551773,0.022638621,-0.016255852,0.004787116,-0.019754406,0.009678719,0.003619114,0.006048007,-0.0128362,0.004526695,0.010804328,-0.022744852,0.032753886,-0.024451495,0.010091242,-0.015212641,0.008695642,0.009996397,-0.0068934,0.002399196,-0.028980527,-0.018316364,0.056214553,-0.004581554,-0.00923021,0.003413512,0.024026838,0.007435576,0.013594557,-0.017478844,0.018634425,0.010367865,-0.012856149,0.036569553,0.024406325,-0.016051809
2021/11/23,0.001326002,0.002422056,-0.006326675,0.002090923,-0.041352932,-0.003554342,-0.002185967,-0.011026098,-0.006571596,0.012597804,0.023912301,0.006199158,0.021917959,-0.001027507,0.011096071,0.014878841,0.026361303,0.023965244,-0.002343729,0.026337226,-0.020303612,0.012820525,0.003325517,-0.012485761,0.020981471,0.006701213,-0.001892875,0.007391384,0.027929061,0.010289356,-0.007797352,-0.006226998,-0.007156579,0.010395599,-0.018258937,-0.014649876,0.021056841,0.004074439,-0.007546932,0.007114202,-0.002535746,0.014208757,0.005836235,0.00856077,0.002429088,-0.011994993,-0.000669384,-0.00174362,0.001546764,0.00072727,-0.00057237,-0.017046984,0.014185487,-0.001447946,0.013602768,0.004410056,-0.009810211,0.025573912,-0.030028192,0.007187915,0.009284923,-0.017651403,0.012451224,0.006990015,0.005875513,0.015363943,0.025696679,0.00887882,0.017512731,-0.003668361,0.014576524,0.002747486,0.019111754,0.016962255,0.011133256,0.010292981,-0.014146535,0.0262901,0.018849349,0.010157451,-0.000292426,0.000343663,0.018483257,0.000458404,-0.001113197,-0.029662744,0.019154337,-0.013671816,-0.002871401,-0.003031081,0.022607126,0.024197913,0.007216594,0.005683084,-0.016442037,0.009432541,0.000579759,-0.022128277,-0.015766443,0.012717336,0.01531196
2021/11/24,0.002669817,0.003283556,0.000681151,0.000103315,0.006284745,0.002318534,-0.000269083,0.01129725,0.029232049,-0.004435815,-0.007844063,-0.002800404,0.006776603,0.00915832,-0.005219478,0.023981029,0.002736884,0.033434591,-0.003719703,0.005544091,0.002052556,0.004340033,0.006503066,0.004750788,0.007652617,-0.009137657,0.000379235,-0.008052967,-0.001850561,-0.003074603,0.006467267,0.004739676,0.004629882,0.00819787,-0.007720815,0.013441953,-0.001750976,-0.001739124,0.003509724,0.005006471,-0.001271096,-0.006280296,0.000152728,0.005710932,-0.011712482,-0.000697048,0.006251636,0.002858168,-0.009084062,0.004983424,0.003278643,0.052561399,-0.003112687,0.004238689,0.019936471,-0.015768832,-0.017546265,-0.007264852,0.009349099,-0.011140076,0.002219544,0.006886196,0.002411345,-0.010572382,-0.001374357,-0.011605714,-0.01759608,-0.002737973,-0.005035095,0.007029126,0.00847419,-0.000513722,0.003433698,0.013282435,0.012649044,0.001469466,0.010479368,0.014231626,-0.001685521,0.002667201,0.004448286,0.053195121,0.009366502,0.013025311,-0.010197268,0.019469038,-0.007692767,0.00247521,-0.007495565,-0.00219085,-0.000801473,-0.002199999,-0.001465525,-0.003616652,0.000109643,-0.007928614,-0.004635299,0.002396511,-0.013639978,-0.000317922,0.00747014
2021/11/26,-0.022303114,-0.031678429,-0.02435563,-0.021184684,-0.030537595,-0.026943606,-0.02666007,-0.023280369,-0.035838867,-0.014585082,-0.030126985,-0.006490318,-0.022769675,-0.022833646,-0.008004859,-0.027552306,-0.03926104,-0.046558766,0.061112216,-0.035129168,-0.021342644,-0.015664438,-0.021727795,-0.009306966,-0.022868848,-0.01587884,0.009067901,-0.030669346,-0.018119021,-0.015034705,0.011165348,0.006476364,-0.024201762,-0.006548625,-0.017152615,-0.019694525,-0.056129429,0.002710008,-0.004875276,-0.011191482,-0.027502689,-0.037919173,-0.006221393,-0.027614629,-0.010216544,-0.023309811,0.026879653,-0.019554298,-0.020412504,-0.027582704,-0.012842596,-0.01894807,-0.027615595,-0.01499501,-0.024985481,-0.015206016,-0.018849253,-0.031546701,-0.029622473,-0.004928732,-0.038386695,-0.013357587,-0.047991315,-0.012196491,-0.048055996,-0.026456582,-0.024549663,-0.014119747,-0.031244608,-0.054083566,-0.04027629,-0.007881485,-0.029042709,-0.009831272,-0.029965697,-0.04294248,-0.030021808,-0.044768116,-0.008803615,-0.021822612,-0.086183802,-0.02326971,-0.032362889,-0.019416219,-0.011878627,0.000369608,-0.072127161,-0.024691358,-0.020267084,-0.017251382,-0.028466005,-0.040885758,-0.017449451,-0.007713271,-0.024497246,0.00285431,-0.002503034,-0.045737831,-0.032481114,-0.044681151,-0.029658683
2021/11/29,0.012266598,0.021873656,0.021081086,0.01626738,0.0509002,0.023543672,0.023164261,0.014739444,0.059454705,-0.003426477,-0.004322869,0.003454793,0.027482879,0.010230933,0.010510633,-0.006880853,-0.003715034,-0.003578363,-0.029629601,0.005551023,-0.002025542,0.019937804,0.032474123,0.038347705,0.002969141,0.018617317,0.015702849,0.015819858,0.003261534,0.008414833,-0.002704146,0.01707974,0.034558779,0.016021826,0.044087116,0.025010276,0.015073292,-0.002702684,-0.002928739,-0.015665858,0.045521836,-0.053941419,-0.021277388,0.001160036,-0.013625158,0.011010495,0.007902152,0.003593199,0.000530305,0.032508289,0.029852566,0.045862711,-0.001376196,-0.014997772,0.041609836,-0.003214825,-0.002641578,-0.007147932,-0.006933841,-0.033433572,0.055342371,0.006606737,0.012002488,0.005463287,-0.000722862,-0.007022887,-0.007319175,0.011835521,0.029235586,-0.003564112,-0.014139776,0.023227722,0.000632565,0.015482981,0.022684818,0.0057237,0.016735957,0.009373224,0.010504101,0.00168467,0.006631826,-0.031199503,0.032606172,0.022880765,0.004045074,0.035824833,0.01227057,-0.004050629,0.027349519,0.019286867,0.060064224,0.003898058,0.006473028,-0.005944275,0.029213491,0.005407764,-0.004347511,8.22E-05,-0.005152029,0.016311576,0.018886931
2021/11/30,-0.019457619,0.031577617,-0.017942573,-0.01530224,0.00683385,-0.024963892,-0.025062619,-0.040144388,-0.020973161,-0.019247103,-0.014885547,-0.023912409,-0.017212439,-0.015264724,-0.029794674,-0.012838092,-0.024566717,-0.025045691,0.025381641,-0.028413703,-0.019687462,-0.016499238,-0.018889398,-0.025658577,-0.017239841,-0.026562683,-0.024569583,-0.0315731,-0.013773657,-0.030079552,-0.033050135,-0.01765214,-0.023016777,-0.027933967,-0.039698049,-0.015999985,-0.028071625,-0.026906676,-0.012550769,-0.014022255,-0.017307095,0.000267079,-0.026645248,-0.017355002,-0.044370016,-0.003708664,-0.014945391,-0.016051193,-0.008106248,-0.01034062,-0.021204656,-0.021864051,-0.015952558,-0.016141908,-0.060979436,-0.030639192,-0.026100347,-0.024786625,-0.03246285,-0.018484601,-0.026649906,-0.023671256,-0.033832698,-0.032166911,-0.024355006,-0.020602708,-0.014358174,-0.02255859,-0.025204719,-0.003274528,-0.013117559,-0.011814359,-0.0098438,-0.016707874,-0.016505796,-0.034654509,-0.031068872,-0.027997351,-0.021351771,-0.024001644,-0.035221088,-0.007325638,-0.024843337,-0.019787886,-0.035124568,-0.037335387,-0.03673673,-0.02440262,-0.021237816,-0.006754685,-0.001013882,-0.019315009,-0.028034319,-0.0193192,-0.016102575,-0.02434537,-0.01509918,-0.028213544,-0.033244264,-0.028660333,-0.017970803
2021/12/1,-0.011107235,-0.003206284,-0.001542726,-0.018063539,-0.043467635,-0.005962023,-0.00585458,-0.042717086,-0.03786115,-0.006107927,-0.005918299,0.013788298,0.000270179,0.00365957,0.012588131,-0.018630338,-0.014166886,-0.027435588,0.017681012,-0.000835549,-0.018978607,0.003464584,0.001950558,-0.018571326,-0.006822045,0.002378316,-0.01055575,-0.002859896,0.005465002,-0.018007115,-0.037591531,0.007712494,0.007666553,-0.017686933,-0.117419962,-0.012195168,-0.011929672,-0.009946319,-0.030125978,-0.024816956,-0.023626862,-0.006274207,0.004394499,-0.001717144,-0.026281223,-0.015008291,-0.005969434,0.003066356,0.000471507,-0.003170976,0.012214768,-0.058470637,-0.010142602,0.010821479,0.017767958,-0.021273385,-0.013943865,0.004640397,-0.011527642,0.024613087,0.030436821,-0.010910208,-0.011112555,-0.003143934,-0.023109184,-0.018524337,-0.006622811,0.009654053,-0.004731282,-0.048824884,-0.009723325,-0.00153715,-0.008938305,-0.0134486,0.006301861,-0.020949566,-0.013596854,-0.013261015,-0.01414861,-0.003889508,-0.014707801,-0.011547212,0.013690544,-0.014635888,0.004057883,-0.0743091,-0.016575915,0.020323053,-0.017410868,-0.010718743,0.020122149,-0.007868092,-0.006447208,0.008208274,0.003273171,0,-0.014700569,0.01043824,0.003283263,-0.016186189,-0.020028809
2021/12/2,0.01531634,-0.006129816,-0.001787434,-0.0018468,-0.009497739,0.01357307,0.015241678,-0.000676083,0.021981879,0.014872714,0.021027387,-0.006262686,0.00378087,0.018355665,0.005874321,0.042753415,0.028879172,0.045448732,-0.029992673,0.024920519,0.035525876,0.020352582,-0.004163911,0.022010667,0.027118653,0.009648857,0.002283828,0.014722762,0.008282299,0.04930719,-0.002104422,0.012939966,0.014327705,-0.00817231,0.038568637,0.01851855,0.036009337,0.019288783,0.04366488,-0.012177312,0.007971268,-0.007388593,-0.005017461,0.018920512,0.036887087,0.01979606,-0.011447515,0.020583693,0.021340948,0.009491069,0.008879855,0.010529086,0.029281879,0.011166047,0.012396543,0.029616277,0.022966613,0.037791291,0.017161231,0.008371199,-0.034153048,0.002674022,0.046909761,0.013629186,0.033017084,0.020633412,0.029377383,0.001842605,0.020570126,0.075402531,0.02778499,-0.000171028,0.02540028,0.028152018,0.017930128,0.023978589,0.023098849,0.029768764,0.021257126,-0.009367563,0.044715482,0.026555402,-0.026658878,0.026522077,-0.002752892,0.039695094,0.050759271,0.014811078,0.024507376,0.016070285,-0.046155232,0.032745016,0.015368824,0.005117457,0.002664507,0.01073553,0.006424655,0.034713485,0.050981726,0.034790105,0.0329363
2021/12/3,-0.008701351,-0.011724464,-0.019666699,-0.013839129,-0.064198789,-0.006746373,-0.008735822,-0.011437283,-0.044605667,-0.005947915,-0.018113125,0.014577685,0.010684481,9.81E-05,0.017791732,-0.009934873,-0.02272222,0.005964939,0.023190036,-0.00636422,-0.00665758,0.00142471,0.010263283,-0.082380745,-0.006340071,0.025463901,0.013591865,0.008856251,0.016941821,0.005436843,-0.023261418,0.014721957,-0.010621401,0.006507931,-0.011026052,-0.005050505,-0.023717028,0.01360134,-0.017205457,0.01505865,-0.002937379,-0.007443487,-0.009278695,0.00213022,0.017787417,0.003211633,-0.009871564,-0.006789396,-0.010185148,-0.001033149,-0.006657684,-0.044265984,0.001457808,0.017531877,-0.035945925,0.004152085,-0.00245098,-0.00657497,-0.003821678,0.01642305,-0.004505452,-0.019446602,-0.020594127,0.009778919,-0.006735281,-0.016455149,-0.012411615,0.00631309,-0.020982667,-0.019221263,0.005132424,0.016595336,-0.001615512,0.002704401,0.001554267,-0.02583227,-0.017383607,-0.002104925,0.008431802,-0.011857683,-0.005294409,-0.003935929,-0.015202627,-0.01117208,0.013684964,-0.016458941,-0.026469542,-0.036738874,-0.010927985,0.000627266,-7.56E-05,-0.020411205,0.013454406,0.016431323,0.000885724,-0.001578878,0.009923453,-0.002142277,-0.021468393,-0.031467398,0.00626338
2021/12/6,0.011843316,0.021502787,0.009844873,0.011086255,-0.005872056,0.008123178,0.008953105,0.03594707,-0.021372944,0.01423787,0.011813847,0.022336538,0.024014016,0.019347281,0.015145376,0.032396012,0.006382553,0.034832808,-0.051409635,0.01133195,0.028381848,0.012982389,0.012291283,0.008937032,0.015645426,0.010381831,-0.021788698,0.025588325,0.021034941,0.011008122,0.017537737,0.016887949,0.002241207,0.008072939,0.001664574,0.035329983,0.022198982,-0.006806605,0.005056315,0.01083557,-0.006005312,0.001090787,0.003053995,0.025909403,-0.007672522,-0.007812511,-0.019300803,0.010012426,0.013501673,0.006360511,0.012722967,-0.034372593,0.023416407,0.022488324,-0.004043431,0.006625825,0.013513514,0.010793173,0.031533587,0.009055397,0.010628835,0.007933013,0.024213094,0.019588409,0.032671699,-0.003824058,0.017166087,0.031367273,0.00140714,0.037231091,0.017593507,0.009003764,0.019057918,0.009776769,0.012220303,0.034925103,0.006653559,0.023906532,-0.018580628,0.021822772,0.030396213,0.015090009,0.010168992,0.001557614,0.026710706,0.005594417,0.053366419,0.004179724,0.010048272,-0.001611967,0.009206854,0.011278039,0.019249953,0.011612056,0.001493469,-0.000862538,0.018423636,0.03054241,0.002177208,0.017441868,0.027585187
2021/12/7,0.020684869,0.035446317,0.026763576,0.02798645,0.042358341,0.028741501,0.029486132,0.015540952,0.079568513,0.012758534,0.015047483,0.002577625,0.010041133,0.001154632,-0.002628945,0.023139938,0.012683976,0.018540199,0.004662037,0.011204914,0.002926132,0.019662967,0.044992854,0.044884646,0.014802076,-0.001141704,0.010381675,0.005463472,0.001318491,-0.052913005,0.021038396,-0.000377527,0.025149719,0.016541649,0.031845373,0.030986428,0.029502122,-0.005482708,0.033322534,-0.003237417,0.047135961,-0.01552702,-0.004952711,0.016107004,-0.008591125,0.014090282,0.02101658,0.02281237,0.017290697,0.022712081,0.014133507,0.041636766,0.005730328,-0.010723205,0.043325957,0.016480263,0.004363607,0.032537559,0.018414302,0.005278902,0.064527033,0.012480285,0.011695841,0.003022113,0.014923591,0.006078072,0.027767783,0.012117506,0.027010115,0.01432872,0.015947967,0.013927096,0.025582229,0.026857493,0.017566247,0.016040051,0.051641603,0.024172568,0.010947869,0.018879132,0.03902166,0.019265969,0.040994589,0.030512765,-0.003668137,0.075988644,0.007969362,0.03850155,0.012618489,0.01224378,0.057807537,0.016703342,-0.000162837,0.001350499,0.030818524,0.002158262,-0.002323738,0.024134181,0.028241956,0.018151291,0.020374496
2021/12/8,0.002647918,0.02278309,0.000149253,-3.69E-05,0.016363167,0.00622671,0.004620459,0.024007931,-0.018533874,-0.004386427,-0.011441258,0.005998994,0.008886825,-0.011845819,0.004481006,0.007812173,-0.012301482,0.00833555,-0.006187156,0.002890642,0.016776068,-0.0182507,-0.003116641,0.004830995,0.004494562,0.001744622,0.0150149,-0.003803642,0.002962763,-0.012908467,0.003996291,-0.000377554,0.008590459,-0.021973421,-0.002546885,-0.015598244,-0.016716421,-0.005906601,0.0331379,-0.010104715,-0.005932921,0.01286659,-0.003223015,-0.001269736,0.003899465,-0.006071536,0.015669436,-0.000661763,0.007681865,-0.013264329,-0.000995509,0.002692436,0.000525366,-0.005751683,-0.000356399,-0.003262078,-0.01206855,-0.012195122,0.001336109,0.008226828,0.002549518,-0.012326448,-0.001352855,0.001829314,0.017527324,-0.006995269,-0.006973028,0.010458032,0.003192462,0.01053487,-0.001467079,0.01184401,-8.60E-05,-0.003467993,0.000878873,0.007483274,0.000910445,-0.006168671,-0.024549113,0.011501826,0.011859892,-0.000774879,0.002213575,0.005398989,-0.002888755,0.003647904,0.027692245,-0.007515011,-0.003529999,0.01736818,0.011159085,-0.005951883,-0.008630476,0.000674295,-0.002036031,0.000861423,0.005631315,0.002801846,-0.012189176,-0.013535878,0.002968073
2021/12/9,-0.006751518,-0.002970095,-0.005582575,-0.011279644,-0.060956421,-0.00369803,-0.004131843,-0.002238596,-0.041978305,0.002819638,-0.001555561,0.009492501,0.009512482,0.000218836,0.005838842,0.011483774,0.007472868,0.006367883,0.013229578,0.002562047,-0.002608542,0.009294956,-0.00873313,-0.031434649,-0.002617117,-0.00126115,-0.00169243,-0.002545443,0.018708462,-0.023089482,-0.027194014,0.001208744,-0.008223603,-0.010903338,-0.007472458,-0.024541072,0.005666844,-0.006536049,-0.028376012,0.013909292,-0.002026011,-0.004780761,-0.005812105,0.010632598,-0.009926573,-0.012628452,0.003204863,0.005491952,-0.003211403,-0.015224836,-0.004539372,-0.049160005,-0.001413594,-0.00433861,-0.011217446,0.008890153,0.006596658,-0.006617266,0.003469099,-0.001041667,-0.029499648,-0.001911507,-0.006650164,0.045220184,-0.003930594,-0.005123274,-0.002089039,-0.004495815,-0.00517391,-0.016443166,-0.000293832,0.004470843,-0.007741949,-0.01736451,-0.011791294,-0.00457877,-0.00134974,-0.021049735,-0.008514226,0.008870838,-0.005386805,0.002381885,-0.012671356,-0.011289633,-0.000568001,-0.035535623,-0.01715926,-0.012115082,-0.002229225,0.002351749,-0.020503298,-0.006729678,0.001806847,0.001572296,-0.013851616,0.008463648,0.007388354,-0.002832192,-0.019085223,-0.002342694,-0.004304543
2021/12/10,0.009413471,0.028013287,0.028339845,-0.011247548,0.013179958,0.002458712,0.003841803,-0.000212259,-0.009576855,0.013039583,-0.003988521,-0.002471298,0.010373539,0.009870175,0.013957731,0.009508465,0.000674281,0.015674043,0.013440801,0.006388719,-0.00150383,0.029539521,0.082719142,0.034589065,0.001692881,0.01599425,0.008539085,0.025884035,0.010632291,0.013386358,0.001080152,0.013883603,0.021510273,0.065779164,0.006469398,0.002179093,0.010263678,0.000598109,-0.01689703,0.018267139,0.008888458,-0.00329392,0.005105004,0.010025177,-0.004359228,0.005710835,-0.005606399,0.012512148,0.005660619,0.013443672,0.004115172,0.003258486,0.004893846,0.006033523,0.018692467,0.012443146,0.018495134,-0.021376034,-0.003368422,-0.020507427,0.000524087,0.15613382,0.001859582,0.015928508,0,-0.023012557,-0.013695157,-0.007903316,0.006615263,-0.01204471,-0.003282213,0.004208114,0.011963632,0.005570706,0.009647195,-0.008995238,0.013574646,0.0129565,0.002609846,0.027021866,-0.005892227,-0.009836447,0.007182317,0.012851237,0.006593177,0.007552714,-0.013781029,0.096065462,0.017143551,0.005604767,0.009393886,0.004134937,0.020823008,0.011213314,-0.001361063,-0.00071127,0.003725258,-0.001304916,0.060214697,-0.003857758,0.009592093
2021/12/13,-0.008858317,-0.020674235,-0.009166855,-0.015356042,-0.04977243,-0.014695797,-0.013253712,0.014374497,-0.067454881,0.006175619,-0.011888521,0.017886225,-0.000188186,-0.024458363,0.01421582,-0.011152716,-0.021114075,-0.013174482,0.04585074,-0.021901243,-0.014930351,-0.010801667,-0.015862542,0.005882765,-0.020787554,0.004971275,0.005447394,0.026297078,0.00828884,-0.015273574,-0.011607717,0.011833115,-0.004532979,-0.002863241,-0.001014882,-0.011662387,-0.03266931,0.001793179,-0.011299081,0.018010413,-0.003045451,0.011016126,0.017981484,-0.007095161,-0.017513087,-0.01313144,0.003212829,-0.015839064,0.00056887,-0.014081605,0.0161719,-0.034283651,-0.010947439,0.018103066,-0.013585103,-0.013390096,-0.002764415,-0.012800997,0.003824588,0.047728858,-0.03686237,-0.01695402,-0.017695834,0.000404622,-0.021239575,-0.008730008,-0.016416875,0.002370904,-0.008106706,-0.037354939,-0.010862119,-0.012168543,-0.01002318,0.0126572,0.016598229,-0.039401754,-0.013334897,-0.033610117,-0.016835984,-0.002227358,-0.022331291,-0.019365982,-0.013911571,0.010956936,-0.014229273,0.013817624,-0.038835471,-0.047552467,-0.007223383,0.003931751,-0.029732643,-0.02654295,0.014616124,0.00598799,-0.027040242,0.005124615,0.001942655,-0.000499625,-0.064546718,-0.023404604,-0.021410492
2021/12/14,-0.00688006,-0.008023237,-0.032586911,-0.002807147,-0.008174547,-0.013162949,-0.011819738,-0.00224222,0.006249813,0.017309709,0.007662199,0.010923101,0.002760649,-0.007501673,0.003678581,-0.004928483,0.01262045,-0.013784692,0.006159423,-0.00146033,-0.008841233,-0.014332026,-0.010858022,-0.065988156,0.002934104,-0.002473342,-0.021122748,0.000692537,0.00616551,0.022007965,-0.01086742,-0.022212406,-0.021153212,-0.021320025,-0.038267659,-0.005999985,0.006795676,0.007358822,0.002253451,0.009542349,-0.007309685,0.013612066,0.003420135,-0.002166587,-0.006684495,-0.008631039,-0.033939268,-0.018581806,0.000927609,-0.015369495,-0.018639624,0.013452937,-0.004598367,0.002727109,-0.043753931,-0.012456944,-0.01218756,0.016980566,-0.010366789,0.007789964,0.00428273,-0.009911794,0.017762707,-0.001213375,-0.009842308,0.00764372,0.010867285,0.011116922,-0.016651013,-0.009625096,0.001937885,0.009626369,-0.007355473,-0.009455749,-0.014589062,-0.010952393,-0.035609342,-0.004787258,0.004740149,0.009068909,-0.00275563,-0.008166907,-0.012566655,-0.017792234,0.000801921,-0.047641552,-0.011435201,-0.01860015,-0.022551285,-0.018462701,-0.006232825,0.013251106,0.003482693,0.000881902,-0.012270984,0.008869744,0.000260532,-0.020456104,-0.012345671,0.011379308,-0.002598042
2021/12/15,0.015625017,0.028509156,0.019217877,0.024977592,0.018236618,0.017608656,0.016541368,0.023731089,0.074884432,-0.00152531,-0.007478147,0.004991521,0.03111837,0.013948248,0.003854664,0.011096304,-0.004305516,0.017031333,0.058696404,-0.004387398,0.008718898,0.03738965,0.0405751,0.025160251,-0.005678916,0.012869756,0.037382743,0.004498307,0.023096803,-0.011894966,0.011789475,0.019708044,0.015064982,0.036931002,0.017410745,0.01951705,0.001022688,-0.001974385,0.020663814,0.00572652,0.040114316,0.021296794,0.10385754,0.007618467,-0.005383617,-0.009068924,0.023659391,0.020122006,0.020508177,0.016660525,0.021881609,0.080383432,0.010261183,0.0088121,0.012525739,0.009963673,0.014902274,0.006172846,-0.060435143,0.018484331,0.040140852,0.037641429,0.010025963,0.01791865,-0.00083832,-0.006596268,0.002803344,0.025778957,0.013885468,-0.000358094,0.004513012,-0.005252113,-0.000261518,0.003438095,0.024129036,-0.000325638,0.010419247,0.000424418,0.005822829,0.022168952,-0.00374579,-0.013226164,0.028454815,0.018348439,0.006066836,0.035777707,0.002564767,0.006982609,0.018283114,0.017582297,0.02664857,-0.003671832,0.02208555,0.012334726,0.018436578,0.009784493,-0.003529687,-0.009931303,0.003595875,-0.001534268,0.001645121
2021/12/16,-0.008818522,-0.039263851,-0.029134918,-0.02564121,-0.050277162,-0.013630119,-0.01716788,-0.01978578,-0.068025876,0.018976261,0.01563881,0.010926698,-0.003074598,-0.02030357,0.014163414,0.009702782,0.024123837,0.018969195,0.04166668,0.001632095,-0.010970705,0.006340784,-0.029975338,-0.101914852,0.00934581,0.001457131,0.008402736,0.010161904,0.011902074,0.013698664,-0.023105879,0.003909708,0.067412771,-0.022724015,-0.026611341,0.003157759,0.027789143,0.043521335,-0.010017852,-0.016670151,-0.058801801,0.008234862,0.013658856,0.003893841,0.069463197,-0.007199467,0.011143467,-0.016696447,-0.003954698,-0.026881704,0.002500036,-0.053651881,0.004977384,0.017793576,-0.020896033,0.010691534,-0.000715074,0.008749902,-0.026014894,0.025738261,-0.045294849,-0.004148624,0.028063737,0.006663333,-0.00874989,0.013778187,0.019132598,0.01518815,0.007257561,-0.023742514,0.017872106,0.022906341,-0.009504743,0.018662293,0.004244602,0.004886988,0.008653425,0.014000824,-0.050158443,0.009739398,0.00468445,0.012647566,-0.034672026,-0.004467951,0.014392984,-0.058821709,0.016208391,0.007924707,-0.008849145,0.003145449,-0.03732912,0.018729772,0.013891066,0.030243679,-0.03860075,0.015447247,0.001219392,-0.003013201,-0.003753646,0.010414899,0.005611876
